title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Oni Chichi 2: Harvest,OVA,1,Finished Airing,,Visual novel,30,Rx - Hentai,6.76,4630
Tonkatsu DJ Agetarou,TV,12,Finished Airing,Spring 2016,Manga,9,PG-13 - Teens 13 or older,7.14,5145
Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA,1,Finished Airing,,Visual novel,24,R+ - Mild Nudity,6.44,5043
Seikon no Qwaser II Picture Drama,Special,4,Finished Airing,,Unknown,3,R+ - Mild Nudity,6.02,3787
Ginyuu Mokushiroku Meine Liebe,TV,13,Finished Airing,Fall 2004,Visual novel,24,PG-13 - Teens 13 or older,6.46,3327
Mai Mai Shinko to Sennen no Mahou,Movie,1,Finished Airing,,Novel,93,PG - Children,7.24,4173
Kaibutsu Oujo (OVA),OVA,3,Finished Airing,,Manga,22,R - 17+ (violence & profanity),7.09,4647
Ou Dorobou Jing in Seventh Heaven,OVA,3,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,7.3,5002
Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,OVA,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.28,5594
Chocolate Underground,ONA,13,Finished Airing,,Novel,5,PG - Children,6.16,4934
Cleavage,OVA,2,Finished Airing,,Visual novel,27,Rx - Hentai,6.66,4992
Oni Chichi: Vacation,OVA,1,Finished Airing,,Visual novel,31,Rx - Hentai,6.86,4240
Silent Möbius,TV,26,Finished Airing,Winter 1998,Manga,24,PG-13 - Teens 13 or older,6.81,3746
Clover,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Aug 21, 1999
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/23/Bandai_Visual"" title=""Bandai Visual"">Bandai Visual</a>,       <a href=""/anime/producer/159/Kodansha"" title=""Kodansha"">Kodansha</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=1890&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/11/Madhouse"" title=""Madhouse"">Madhouse</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Manga
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama</a>,     <span itemprop=""genre"" style=""display: none"">Fantasy</span><a href=""/anime/genre/10/Fantasy"" title=""Fantasy"">Fantasy</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Sci-Fi</span><a href=""/anime/genre/24/Sci-Fi"" title=""Sci-Fi"">Sci-Fi</a>,     <span itemprop=""genre"" style=""display: none"">Shoujo</span><a href=""/anime/genre/25/Shoujo"" title=""Shoujo"">Shoujo",1,Finished Airing,,Manga,6,PG-13 - Teens 13 or older,6.83,5848
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie,1,Finished Airing,,Novel,59,PG-13 - Teens 13 or older,6.27,4952
Manyuu Hikenchou Specials,Special,8,Finished Airing,,Manga,3,R+ - Mild Nudity,6.18,4483
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,Movie,1,Finished Airing,,Original,20,PG - Children,6.57,5200
Berserk: Majo no Tsuisou,Special,1,Finished Airing,,Manga,24,R - 17+ (violence & profanity),5.78,5245
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,Movie,1,Finished Airing,,Manga,62,PG-13 - Teens 13 or older,6.54,2516
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,OVA,1,Finished Airing,,Visual novel,30,Rx - Hentai,7.21,4455
Shin Hokuto no Ken,OVA,3,Finished Airing,,Novel,58,R+ - Mild Nudity,6.97,4798
Namu Amida Butsu!: Rendai Utena,TV,12,Finished Airing,Spring 2019,Game,23,None,6.08,2097
Accelerando: Datenshi-tachi no Sasayaki,OVA,4,Finished Airing,,Manga,28,Rx - Hentai,6.87,4554
Action Heroine Cheer Fruits,TV,12,Finished Airing,Summer 2017,Original,24,PG-13 - Teens 13 or older,6.55,3097
Area 88 (TV),TV,12,Finished Airing,Winter 2004,Manga,25,PG-13 - Teens 13 or older,7.03,4292
Itsudatte My Santa!,OVA,2,Finished Airing,,Manga,28,R+ - Mild Nudity,6.0,6257
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,OVA,3,Finished Airing,,Unknown,30,PG-13 - Teens 13 or older,6.86,5604
Yomigaeru Sora: Rescue Wings,TV,12,Finished Airing,Winter 2006,Original,23,PG-13 - Teens 13 or older,7.43,3476
Shadow Skill: Eigi,TV,26,Finished Airing,Summer 1998,Unknown,25,PG-13 - Teens 13 or older,7.12,3757
True Tears Epilogue,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Mar 26, 2010
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/23/Bandai_Visual"" title=""Bandai Visual"">Bandai Visual</a>,       <a href=""/anime/producer/104/Lantis"" title=""Lantis"">Lantis</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=8230&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/132/PA_Works"" title=""P.A. Works"">P.A. Works</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Romance</span><a href=""/anime/genre/22/Romance"" title=""Romance"">Romance</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama",1,Finished Airing,,Original,3,PG-13 - Teens 13 or older,6.67,5714
Teekyuu 8,TV,12,Finished Airing,Fall 2016,Manga,2,PG-13 - Teens 13 or older,6.69,5735
Haikyuu!! Quest Picture Drama,OVA,3,Finished Airing,,Manga,4,PG-13 - Teens 13 or older,6.46,3209
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Special,1,Finished Airing,,Manga,4,PG - Children,6.97,4183
Code Geass: Soubou no Oz Picture Drama,OVA,5,Finished Airing,,Unknown,3,PG-13 - Teens 13 or older,6.3,2411
Macross F: Close Encounter - Deculture Edition,Special,1,Finished Airing,,Original,27,PG-13 - Teens 13 or older,7.73,5193
Dream Festival!,ONA,12,Finished Airing,,Game,23,PG-13 - Teens 13 or older,6.77,3506
Viper GTS,OVA,3,Finished Airing,,Visual novel,26,Rx - Hentai,7.01,5555
Cardfight!! Vanguard: Legion Mate-hen,TV,33,Finished Airing,Spring 2014,Original,24,PG-13 - Teens 13 or older,6.81,5300
Ookiku Furikabutte: Kihon no Kihon,Special,1,Finished Airing,,Manga,24,G - All Ages,7.27,6650
Hanada Shounen-shi,TV,25,Finished Airing,Fall 2002,Manga,25,R - 17+ (violence & profanity),8.03,3122
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,Special,1,Finished Airing,,Original,25,PG-13 - Teens 13 or older,6.99,4386
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373,Finished Airing,Summer 1996,Manga,25,PG-13 - Teens 13 or older,7.75,3339
Star Ocean EX,TV,26,Finished Airing,Spring 2001,Game,22,PG-13 - Teens 13 or older,6.62,5029
Interlude,OVA,3,Finished Airing,,Visual novel,40,R - 17+ (violence & profanity),6.48,4259
Densetsu Kyojin Ideon,TV,39,Finished Airing,Spring 1980,Original,25,PG-13 - Teens 13 or older,6.96,2362
Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,Movie,2,Finished Airing,,Original,94,PG-13 - Teens 13 or older,7.45,3297
Yu☆Gi☆Oh!: Sevens,TV,,Currently Airing,Spring 2020,Card game,24,PG-13 - Teens 13 or older,5.46,1525
Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,Movie,1,Finished Airing,,Original,52,PG-13 - Teens 13 or older,6.8,5624
Kafun Shoujo Chuuihou! The Animation,OVA,4,Finished Airing,,Manga,29,Rx - Hentai,7.12,3983
Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,7.19,4576
Joshikousei no Koshitsuki,OVA,6,Finished Airing,,Manga,17,Rx - Hentai,7.23,3840
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,1,Finished Airing,,Light novel,48,PG-13 - Teens 13 or older,7.54,3975
Gallery Fake,TV,37,Finished Airing,Winter 2005,Manga,25,PG-13 - Teens 13 or older,7.49,2552
KimiKiss Pure Rouge: Love Fighter,Special,1,Finished Airing,,Visual novel,24,PG-13 - Teens 13 or older,6.97,6126
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,OVA,2,Finished Airing,,Visual novel,28,Rx - Hentai,6.97,4162
Watashi no Ashinaga Ojisan,TV,40,Finished Airing,Winter 1990,Novel,23,G - All Ages,7.77,4371
Clamp Gakuen Tanteidan,TV,26,Finished Airing,Spring 1997,Manga,24,G - All Ages,6.92,3869
Sakura Tsuushin,OVA,12,Finished Airing,,Manga,24,R+ - Mild Nudity,6.21,4434
Ongaku Shoujo,Movie,1,Finished Airing,,Original,25,PG-13 - Teens 13 or older,6.24,4993
Choujuushin Gravion,TV,13,Finished Airing,Fall 2002,Original,23,PG-13 - Teens 13 or older,6.4,4019
Kachou no Koi,OVA,1,Finished Airing,,Manga,30,R+ - Mild Nudity,6.2,5323
Black Magic M-66,OVA,1,Finished Airing,,Manga,48,R - 17+ (violence & profanity),6.39,5192
Alignment You! You! The Animation,OVA,2,Finished Airing,,Manga,27,Rx - Hentai,6.79,4672
Kyochuu Rettou Movie,Movie,1,Finished Airing,,Manga,76,R+ - Mild Nudity,4.67,4763
Aoki Densetsu Shoot!,TV,58,Finished Airing,Fall 1993,Manga,25,PG-13 - Teens 13 or older,7.41,4743
Quanzhi Fashi IV,ONA,12,Finished Airing,,Web manga,20,PG-13 - Teens 13 or older,7.36,4216
Shuangsheng Lingtan,ONA,20,Finished Airing,,Manga,14,R - 17+ (violence & profanity),7.29,2009
RoboMasters the Animated Series,TV,6,Finished Airing,Fall 2017,Original,24,PG-13 - Teens 13 or older,6.44,2148
Huyao Xiao Hongniang: Wangquan Fugui,ONA,14,Finished Airing,,Manga,15,PG-13 - Teens 13 or older,7.61,4525
Senjuushi,TV,12,Finished Airing,Summer 2018,Game,24,PG-13 - Teens 13 or older,4.93,1623
Recorder to Randoseru,OVA,2,Finished Airing,,4-koma manga,3,PG-13 - Teens 13 or older,6.81,6147
Koutetsu no Majo Annerose,OVA,4,Finished Airing,,Visual novel,30,Rx - Hentai,6.84,3980
Ginga Sengoku Gunyuuden Rai,TV,52,Finished Airing,Spring 1994,Manga,25,PG-13 - Teens 13 or older,7.96,3715
Yuri Seijin Naoko-san (2012),OVA,1,Finished Airing,,Manga,28,PG-13 - Teens 13 or older,6.5,5282
Kaikan Phrase,TV,44,Finished Airing,Spring 1999,Manga,24,PG-13 - Teens 13 or older,7.41,3180
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,OVA,1,Finished Airing,,Visual novel,23,PG-13 - Teens 13 or older,6.37,4343
Devils Line: Anytime Anywhere,OVA,1,Finished Airing,,Manga,25,R - 17+ (violence & profanity),6.85,3514
12-sai.,OVA,8,Finished Airing,,Manga,11,PG - Children,6.3,3190
Toaru Majutsu no Index 10th Anniversary PV,Special,1,Finished Airing,,Light novel,1,PG-13 - Teens 13 or older,6.88,3817
Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,Finished Airing,,Manga,26,PG-13 - Teens 13 or older,7.84,6073
King of Fighters: Another Day,ONA,4,Finished Airing,,Game,10,PG-13 - Teens 13 or older,6.32,6588
X OVA,OVA,1,Finished Airing,,Manga,22,PG-13 - Teens 13 or older,6.85,5351
Princess Lover! Picture Drama,Special,6,Finished Airing,,Visual novel,9,R+ - Mild Nudity,6.21,4054
Mutafukaz,Movie,1,Finished Airing,,Manga,94,R - 17+ (violence & profanity),7.08,4667
Yuyushiki: Nyanyashiki,Special,6,Finished Airing,,4-koma manga,2,PG-13 - Teens 13 or older,6.29,4879
Mahou Shoujo Lyrical Nanoha: Reflection,Movie,1,Finished Airing,,Original,111,PG-13 - Teens 13 or older,7.46,2920
Ranma ½: Akumu! Shunmin Kou,OVA,1,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,7.54,4946
DNA² OVA,OVA,3,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,6.58,5916
Cardfight!! Vanguard G,TV,48,Finished Airing,Fall 2014,Original,24,PG-13 - Teens 13 or older,6.54,4798
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,OVA,1,Finished Airing,,Unknown,28,PG-13 - Teens 13 or older,7.54,5061
Saiyuuki Reload: Burial,OVA,3,Finished Airing,,Manga,33,PG-13 - Teens 13 or older,7.84,3717
Cosplay Complex,OVA,3,Finished Airing,,Original,29,R+ - Mild Nudity,5.84,5059
Kodomo no Jikan Recap,OVA,1,Finished Airing,,Manga,86,R - 17+ (violence & profanity),6.92,4893
Kyochuu Rettou,OVA,1,Finished Airing,,Manga,22,R+ - Mild Nudity,4.5,4101
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,OVA,1,Finished Airing,,Manga,12,PG-13 - Teens 13 or older,6.51,3502
Mach GoGoGo,TV,52,Finished Airing,Spring 1967,Manga,23,PG-13 - Teens 13 or older,6.66,4993
Aneki... My Sweet Elder Sister The Animation,OVA,4,Finished Airing,,Manga,30,Rx - Hentai,6.84,4147
Star Driver the Movie,Movie,1,Finished Airing,,Original,150,PG-13 - Teens 13 or older,6.69,2992
Bessatsu Olympia Kyklos,TV,24,Finished Airing,Spring 2020,Manga,5,None,7.01,1893
Saiyuuki Gaiden,OVA,3,Finished Airing,,Manga,30,R - 17+ (violence & profanity),7.84,3576
Hyakka Ryouran: Samurai Bride Specials,Special,6,Finished Airing,,Light novel,3,R+ - Mild Nudity,6.61,4167
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,1,Finished Airing,,Light novel,48,PG-13 - Teens 13 or older,8.01,3747
Ninja Collection,TV,13,Finished Airing,Summer 2020,Original,4,None,3.91,1501
Yatogame-chan Kansatsu Nikki Nisatsume,TV,12,Finished Airing,Winter 2020,4-koma manga,3,PG-13 - Teens 13 or older,6.31,4700
Otome wa Boku ni Koishiteru Special,Special,1,Finished Airing,,Visual novel,24,PG-13 - Teens 13 or older,6.67,5997
Major 2nd (TV) 2nd Season,TV,,Currently Airing,Spring 2020,Manga,24,PG-13 - Teens 13 or older,7.69,2226
Project ARMS,TV,26,Finished Airing,Spring 2001,Manga,24,R - 17+ (violence & profanity),7.0,2963
Mai-HiME Specials,Special,27,Finished Airing,,Original,1,PG-13 - Teens 13 or older,6.94,5147
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,Special,1,Finished Airing,,Web manga,3,PG-13 - Teens 13 or older,6.06,6947
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,Special,1,Finished Airing,,Game,20,PG - Children,6.55,5355
Oh! Edo Rocket,TV,26,Finished Airing,Spring 2007,Other,24,PG-13 - Teens 13 or older,7.24,3552
Macross Dynamite 7,OVA,4,Finished Airing,,Original,30,PG-13 - Teens 13 or older,6.84,4371
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,TV,12,Finished Airing,Summer 2014,4-koma manga,3,PG-13 - Teens 13 or older,5.99,5400
"Wei, Kanjian Erduo La!",ONA,12,Finished Airing,,Web manga,3,PG-13 - Teens 13 or older,7.27,4819
Furueru Kuchibiru,OVA,1,Finished Airing,,Manga,24,Rx - Hentai,6.72,4752
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),TV,12,Finished Airing,Spring 2007,Manga,3,PG - Children,7.29,3086
Elf wo Karu Mono-tachi II,TV,12,Finished Airing,Fall 1997,Manga,24,PG-13 - Teens 13 or older,7.05,5604
.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,Special,1,Finished Airing,,Manga,20,PG - Children,6.18,4164
Huyao Xiao Hongniang: Yue Hong,ONA,13,Finished Airing,,Manga,14,PG-13 - Teens 13 or older,7.72,3848
3-gatsu no Lion meets Bump of Chicken,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Dec 8, 2014
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=28789&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=28789&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=28789&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama</a>,     <span itemprop=""genre"" style=""display: none"">Seinen</span><a href=""/anime/genre/42/Seinen"" title=""Seinen"">Seinen",1,Finished Airing,,Unknown,5,G - All Ages,7.04,5697
Twin Angel Break,TV,12,Finished Airing,Spring 2017,Game,23,PG-13 - Teens 13 or older,5.9,2418
Figure 17: Tsubasa &amp; Hikaru,TV,13,Finished Airing,Spring 2001,Original,47,PG-13 - Teens 13 or older,7.23,2647
Hataraku Saibou Specials,Special,5,Finished Airing,,Manga,4,G - All Ages,6.7,2103
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie,1,Finished Airing,,Game,90,G - All Ages,7.44,5759
Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,2,Finished Airing,,4-koma manga,23,PG-13 - Teens 13 or older,8.1,4784
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,1,Finished Airing,,Light novel,47,PG-13 - Teens 13 or older,7.82,3832
Dr. Slump: Arale-chan,TV,243,Finished Airing,Spring 1981,Manga,25,PG-13 - Teens 13 or older,7.16,3260
Saint Seiya: Saintia Shou,ONA,10,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,5.62,3400
Digimon Universe: Appli Monsters,TV,52,Finished Airing,Fall 2016,Original,24,PG - Children,6.62,3109
Actors: Songs Connection,TV,12,Finished Airing,Fall 2019,Music,23,PG-13 - Teens 13 or older,6.22,2635
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,Finished Airing,,Original,111,PG-13 - Teens 13 or older,7.79,4115
Kaze to Ki no Uta Sanctus: Sei Naru Kana,OVA,1,Finished Airing,,Manga,65,R+ - Mild Nudity,6.88,5077
Show By Rock!! Short!!,TV,12,Finished Airing,Summer 2016,Game,3,PG-13 - Teens 13 or older,6.42,3923
Ushio to Tora,OVA,10,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,7.15,3424
Mahoutsukai no Yome Recap,Special,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.24,2962
Hayate no Gotoku! OVA,OVA,3,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.16,4076
Dragon&#039;s Dogma,ONA,7,Finished Airing,,Game,26,None,6.04,4636
Nudist Beach ni Shuugaku Ryokou de!! The Animation,OVA,2,Finished Airing,,Manga,24,Rx - Hentai,6.9,4394
Double-J,TV,11,Finished Airing,Summer 2011,Manga,4,PG-13 - Teens 13 or older,5.52,4438
Izumo: Takeki Tsurugi no Senki,TV,12,Finished Airing,Spring 2005,Visual novel,25,PG-13 - Teens 13 or older,6.26,3053
B-Legend! Battle B-Daman,TV,52,Finished Airing,Winter 2004,Manga,22,PG - Children,6.29,5658
Mahou Shoujo Nante Mou Ii Desukara. Second Season,TV,12,Finished Airing,Fall 2016,Web manga,4,PG-13 - Teens 13 or older,6.07,5305
6 Lovers,OVA,,Not yet aired,,Manga,22,None,,
Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,Finished Airing,,Unknown,25,R - 17+ (violence & profanity),7.67,4066
Hug tto! Precure,TV,49,Finished Airing,Winter 2018,Original,24,G - All Ages,7.72,2571
Ryuusei no Rockman,TV,55,Finished Airing,Fall 2006,Game,10,PG - Children,7.13,4446
Lupin III: The First,Movie,1,Finished Airing,,Manga,92,PG-13 - Teens 13 or older,7.75,3472
Boin,OVA,2,Finished Airing,,Visual novel,28,Rx - Hentai,6.63,4215
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,ONA,3,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,6.79,2731
Nurse Witch Komugi-chan R,TV,12,Finished Airing,Winter 2016,Original,22,PG-13 - Teens 13 or older,5.96,3067
Kujibiki Unbalance,OVA,3,Finished Airing,,Other,25,PG-13 - Teens 13 or older,6.12,4806
Senjou no Valkyria: SenVal Theater,Special,9,Finished Airing,,Game,3,PG-13 - Teens 13 or older,6.8,4392
Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,Special,6,Finished Airing,,Other,3,R+ - Mild Nudity,6.19,4051
Karen Senki,ONA,11,Finished Airing,,Original,11,PG-13 - Teens 13 or older,5.8,3677
Kyattou Ninden Teyandee,TV,54,Finished Airing,Winter 1990,Original,24,G - All Ages,7.07,3982
Yotsunoha,OVA,2,Finished Airing,,Visual novel,37,PG-13 - Teens 13 or older,6.37,5021
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,OVA,1,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,7.22,5097
