title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Kagaku Ninja-tai Gatchaman (Movie),Movie,1,Finished Airing,,Unknown,111,PG-13 - Teens 13 or older,6.13,382
Mahoutsukai Tai! vs. Shamanic Princess,OVA,1,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,5.89,235
Choujuu Kishin Dancougar: God Bless Dancougar,OVA,1,Finished Airing,,Unknown,80,PG-13 - Teens 13 or older,6.5,451
Beast Saga,TV,38,Finished Airing,Winter 2013,Unknown,11,PG - Children,5.72,242
Chameleon (OVA),OVA,6,Finished Airing,,Manga,51,R+ - Mild Nudity,6.3,232
Masaru Ashita no Yukinojou 2,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.54,372
Daisuki! BuBu ChaCha,TV,26,Finished Airing,Spring 2001,Original,25,G - All Ages,7.09,584
God Eater Reso Nantoka Gekijou: Episode EX,ONA,2,Finished Airing,,Game,3,PG-13 - Teens 13 or older,5.6,280
Detective Conan: Let&#039;s Experience the Jomon Period!,OVA,1,Finished Airing,,Unknown,15,PG-13 - Teens 13 or older,6.19,202
Kurenai Sanshirou,TV,26,Finished Airing,Spring 1969,Manga,25,PG-13 - Teens 13 or older,6.5,345
Kakuchou Shoujo-kei Trinary: Ex.MV,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  5
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Jun 15, 2017 to Nov 30, 2017
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36782&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36782&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36782&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Sci-Fi</span><a href=""/anime/genre/24/Sci-Fi"" title=""Sci-Fi"">Sci-Fi</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",5,Finished Airing,,Original,2,PG-13 - Teens 13 or older,6.16,245
Shinseiki Cream Lemon,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.61,275
Yunyun☆Paradise,OVA,1,Finished Airing,,Manga,25,Rx - Hentai,5.77,559
Tarou-san no Kisha,Movie,1,Finished Airing,,Original,15,G - All Ages,5.43,694
Uchuu no Hou: Reimei-hen,Movie,1,Finished Airing,,Original,119,G - All Ages,5.47,123
Detective Conan: City Exploration! Get the Animal Mark!,OVA,1,Finished Airing,,Unknown,15,PG-13 - Teens 13 or older,6.17,205
Wu Geng Ji 3rd Season,ONA,42,Finished Airing,,Manga,16,PG-13 - Teens 13 or older,7.16,162
Ojamajo Doremi: Owarai Gekijou,ONA,26,Finished Airing,,Unknown,1,G - All Ages,6.15,216
Cooking Papa,TV,151,Finished Airing,Spring 1992,Manga,25,G - All Ages,6.58,175
Umi kara no Shisha,Movie,1,Finished Airing,,Unknown,8,PG-13 - Teens 13 or older,6.2,685
Yoru no Okite,Movie,1,Finished Airing,,Original,4,R - 17+ (violence & profanity),4.23,645
Youkai Watch: Shadow Side,TV,49,Finished Airing,Spring 2018,Game,24,G - All Ages,6.54,251
That Is How I Roll!,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Mar 7, 2017
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36921&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36921&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36921&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Original,1,G - All Ages,6.39,666
Inmu 2,OVA,2,Finished Airing,,Original,30,Rx - Hentai,5.72,400
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Movie,1,Finished Airing,,Unknown,31,PG - Children,6.7,562
Neko nanka Yondemo Konai.,TV,12,Finished Airing,Fall 2015,Manga,1,G - All Ages,6.0,387
Kibun Kibun,OVA,2,Finished Airing,,Manga,30,Rx - Hentai,5.7,378
Boku wa Kuma,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 2, 2006
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/111/NHK"" title=""NHK"">NHK</a>,       <a href=""/anime/producer/1133/dwarf"" title=""dwarf"">dwarf</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=7518&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=7518&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Slice of Life</span><a href=""/anime/genre/36/Slice_of_Life"" title=""Slice of Life"">Slice of Life</a>,     <span itemprop=""genre"" style=""display: none"">Kids</span><a href=""/anime/genre/15/Kids"" title=""Kids"">Kids",1,Finished Airing,,Original,2,G - All Ages,5.74,769
Love Live! Sunshine!! Photo Session,Movie,10,Finished Airing,,Original,4,PG-13 - Teens 13 or older,5.89,183
Private Emotion,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.46,437
Ten Little Gall Force,OVA,1,Finished Airing,,Original,22,R+ - Mild Nudity,6.22,461
Jurassic!,ONA,1,Finished Airing,,Picture book,1,G - All Ages,6.29,547
Armored Core: Fort Tower Song,ONA,1,Finished Airing,,Unknown,1,PG-13 - Teens 13 or older,4.78,349
fake!fake!,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Apr 30, 2014
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/1343/Space_Shower_Music"" title=""Space Shower Music"">Space Shower Music</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=25495&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=25495&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Unknown,3,G - All Ages,6.26,781
Shinsatsushitsu,Movie,1,Finished Airing,,Original,8,PG-13 - Teens 13 or older,4.51,656
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,Special,1,Finished Airing,,Visual novel,7,G - All Ages,6.61,395
Dragon Knight Gaiden,OVA,1,Finished Airing,,Visual novel,47,Rx - Hentai,5.1,387
Monotonous Purgatory,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 26, 2012
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/1718/Virgin_Babylon_Records"" title=""Virgin Babylon Records"">Virgin Babylon Records</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=25641&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=25641&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Original,6,G - All Ages,6.2,684
Armageddon,Movie,1,Finished Airing,,Manga,86,PG-13 - Teens 13 or older,4.03,569
Youkai Ningen Bem,TV,26,Finished Airing,Fall 1968,Original,25,PG-13 - Teens 13 or older,6.03,259
Kyoufu Densetsu Kaiki! Frankenstein,Special,1,Finished Airing,,Unknown,111,R - 17+ (violence & profanity),5.56,443
Chokin Senshi Cashman,OVA,1,Finished Airing,,Unknown,15,PG - Children,5.69,627
Rankou Choukyou: Maid ni Natta Shoujo,OVA,1,Finished Airing,,Unknown,30,Rx - Hentai,5.43,445
Jagainu-kun,TV,26,Finished Airing,Spring 2004,Unknown,3,G - All Ages,6.46,528
Bosco Daibouken,TV,26,Finished Airing,Fall 1986,Book,25,PG - Children,6.96,448
Yubi wo Nusunda Onna,Movie,1,Finished Airing,,Original,4,G - All Ages,5.85,542
Rejuvenation,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.43,390
Karakuri Kiden: Hiwou Senki,TV,26,Finished Airing,Fall 2000,Original,25,None,6.5,281
Landreaall,OVA,1,Finished Airing,,Manga,29,PG-13 - Teens 13 or older,,
Ring ni Kakero 1: Kage Dou-hen,TV,6,Finished Airing,Spring 2010,Manga,21,PG-13 - Teens 13 or older,6.44,291
Monkey Punch no Sekai: Alice,OVA,1,Finished Airing,,Unknown,46,R+ - Mild Nudity,5.44,457
Long Riders! Recap,Special,1,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,5.77,392
Ginga Tetsudou 999: Diamond Ring no Kanata e,Movie,1,Finished Airing,,Unknown,16,G - All Ages,6.65,202
Wan Jie Xian Zong 2nd Season,ONA,40,Finished Airing,,Web manga,7,PG-13 - Teens 13 or older,7.32,524
Osomatsu-san Movie: Zensetsu Gekijou,Special,6,Finished Airing,,Manga,2,PG-13 - Teens 13 or older,6.65,373
Sound &amp; Fury,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Sep 27, 2019
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=40480&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=40480&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=40480&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Sci-Fi</span><a href=""/anime/genre/24/Sci-Fi"" title=""Sci-Fi"">Sci-Fi</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Samurai</span><a href=""/anime/genre/21/Samurai"" title=""Samurai"">Samurai",1,Finished Airing,,Music,41,R - 17+ (violence & profanity),6.11,746
Mini Toji: Kanami-Mihono no &quot;Toji Miko Taidou-hen&quot; 205-byou de Shoukai Tokuban!,Special,1,Finished Airing,,Original,3,G - All Ages,5.47,591
Doukyuusei 2 (OVA),OVA,12,Finished Airing,,Unknown,30,Rx - Hentai,5.78,272
Aa Harimanada,TV,23,Finished Airing,Spring 1992,Manga,24,PG-13 - Teens 13 or older,6.09,335
Angelique: Twin Collection,OVA,8,Finished Airing,,Unknown,30,PG - Children,6.16,242
Chikyuu ga Ugoita Hi,Movie,1,Finished Airing,,Novel,75,PG - Children,6.41,418
W: Wish Omake,Special,4,Finished Airing,,Unknown,2,R+ - Mild Nudity,5.42,395
Miyanishi Tatsuya Gekijou: Omae Umasou da na,TV,20,Finished Airing,Fall 2010,Picture book,3,G - All Ages,6.44,428
Lemon Angel (1988),TV,9,Finished Airing,Winter 1988,Unknown,3,R+ - Mild Nudity,5.83,263
Jack to Mame no Ki,Movie,1,Finished Airing,,Unknown,88,G - All Ages,6.41,632
Ikebukuro PR Anime,ONA,1,Finished Airing,,Original,3,G - All Ages,6.12,385
Ninja Hattori-kun (2012),TV,52,Finished Airing,Spring 2012,Manga,24,G - All Ages,6.44,612
Saru Masamune,Movie,1,Finished Airing,,Original,9,G - All Ages,5.45,681
Shounen Sarutobi Sasuke,Movie,1,Finished Airing,,Original,83,PG - Children,5.95,508
Oyayubi Hime Monogatari,TV,26,Finished Airing,Spring 1992,Book,24,G - All Ages,6.67,377
Hanabi,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 29, 2015
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/144/Pony_Canyon"" title=""Pony Canyon"">Pony Canyon</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=31977&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=31977&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Slice of Life</span><a href=""/anime/genre/36/Slice_of_Life"" title=""Slice of Life"">Slice of Life</a>,     <span itemprop=""genre"" style=""display: none"">Romance</span><a href=""/anime/genre/22/Romance"" title=""Romance"">Romance</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama",1,Finished Airing,,Music,6,PG-13 - Teens 13 or older,5.85,593
Doraemon: It&#039;s New Year!,Special,1,Finished Airing,,Unknown,20,PG - Children,6.27,482
Yagami-kun no Katei no Jijou,OVA,3,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,6.19,462
Momotarou no Umiwashi,Movie,1,Finished Airing,,Original,36,G - All Ages,5.02,576
Shutsugeki! Machine Robo Rescue,TV,53,Finished Airing,Winter 2003,Unknown,23,PG - Children,6.71,422
Tetsuwan Atom: Uchuu no Yuusha,Movie,1,Finished Airing,,Original,87,G - All Ages,6.28,333
Hachigatsu no Cinderella Nine,ONA,1,Finished Airing,,Game,3,G - All Ages,5.51,418
Chou Mashin Eiyuuden Wataru,TV,51,Finished Airing,Fall 1997,Unknown,24,G - All Ages,6.89,354
Love to Live By,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  2007
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/52/Avex_Entertainment"" title=""Avex Entertainment"">Avex Entertainment</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=6667&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/13/Studio_4%C2%B0C"" title=""Studio 4°C"">Studio 4°C</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Unknown,4,PG-13 - Teens 13 or older,5.63,716
"Genesis Climber Mospeada: Love, Live, Alive",OVA,1,Finished Airing,,Unknown,50,PG - Children,6.14,376
Yami no Purple Eye,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  1987
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/220/Youmex"" title=""Youmex"">Youmex</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=9509&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/18/Toei_Animation"" title=""Toei Animation"">Toei Animation</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Manga
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Psychological</span><a href=""/anime/genre/40/Psychological"" title=""Psychological"">Psychological</a>,     <span itemprop=""genre"" style=""display: none"">Supernatural</span><a href=""/anime/genre/37/Supernatural"" title=""Supernatural"">Supernatural</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Horror</span><a href=""/anime/genre/14/Horror"" title=""Horror"">Horror</a>,     <span itemprop=""genre"" style=""display: none"">Mystery</span><a href=""/anime/genre/7/Mystery"" title=""Mystery"">Mystery</a>,     <span itemprop=""genre"" style=""display: none"">Shoujo</span><a href=""/anime/genre/25/Shoujo"" title=""Shoujo"">Shoujo",1,Finished Airing,,Manga,31,PG-13 - Teens 13 or older,4.75,473
Amefuri Kozou,OVA,1,Finished Airing,,Manga,24,G - All Ages,6.21,609
Tairiki Tarou no Mucha Shuugyou,Movie,1,Finished Airing,,Original,1,G - All Ages,4.77,736
Isobe Isobee Monogatari Jump Festa Special,Special,3,Finished Airing,,Manga,6,PG-13 - Teens 13 or older,,
Dragon League,TV,39,Finished Airing,Spring 1993,Unknown,24,PG-13 - Teens 13 or older,7.03,386
Oujo &amp; Onna Kishi W Do Gehin Roshutsu,OVA,,Currently Airing,,Visual novel,30,Rx - Hentai,5.89,407
Miracle Giants Doumu-kun,TV,49,Finished Airing,Spring 1989,Manga,25,PG - Children,7.23,398
Hentatsu,ONA,9,Finished Airing,,Original,1,G - All Ages,5.51,318
Domo TV,TV,26,Finished Airing,"

  <div class=""spaceit"">
    <span class=""dark_text"">Broadcast:</span>
    Unknown
      </div>

  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/111/NHK"" title=""NHK"">NHK",Original,2,G - All Ages,6.29,546
Hi no Ame ga Furu,Movie,1,Finished Airing,,Unknown,80,G - All Ages,7.15,265
Elysium,Movie,1,Finished Airing,,Unknown,75,PG-13 - Teens 13 or older,5.37,596
Zettai Muteki Raijin-Oh,TV,51,Finished Airing,Spring 1991,Original,24,G - All Ages,6.8,303
Kawa no Hikari,Special,1,Finished Airing,,Unknown,70,G - All Ages,6.96,467
Eightman,TV,56,Finished Airing,Fall 1963,Manga,25,PG-13 - Teens 13 or older,5.89,232
8-gatsu no Symphony: Shibuya 2002-2003,Movie,1,Finished Airing,,Book,112,PG-13 - Teens 13 or older,6.6,240
"Doraemon Movie: Boku, Momotarou no Nanna no Sa",Movie,1,Finished Airing,,Unknown,47,PG - Children,6.38,500
UFO Princess Valkyrie: Recap,Special,1,Finished Airing,,Manga,45,PG-13 - Teens 13 or older,6.21,373
Onyankopon,ONA,12,Finished Airing,,Other,3,G - All Ages,4.5,424
Rinkaku,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 16, 2012
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=18831&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=18831&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=18831&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Dementia</span><a href=""/anime/genre/5/Dementia"" title=""Dementia"">Dementia</a>,     <span itemprop=""genre"" style=""display: none"">Horror</span><a href=""/anime/genre/14/Horror"" title=""Horror"">Horror</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Unknown,6,PG-13 - Teens 13 or older,5.54,682
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,Special,1,Finished Airing,,Game,14,None,6.69,642
Auction: Bijo Dorei,OVA,1,Finished Airing,,Unknown,40,Rx - Hentai,5.56,305
Misute♡naide Daisy,TV,12,Finished Airing,Summer 1997,Manga,24,PG-13 - Teens 13 or older,5.66,312
Pikkoman no Kichikumichi: Mayonaka no Milk Party,OVA,1,Finished Airing,,Unknown,30,Rx - Hentai,5.24,359
Robot Girls Neo,ONA,3,Finished Airing,,Original,7,PG-13 - Teens 13 or older,,
Devilman Memorial,OVA,1,Finished Airing,,Manga,59,R - 17+ (violence & profanity),5.83,230
Nekketsu Uchuujin,ONA,1,Finished Airing,,Unknown,2,PG-13 - Teens 13 or older,5.31,703
Kairaku Satsujin Chousakan Kouji,OVA,3,Finished Airing,,Unknown,30,Rx - Hentai,5.73,380
Happy ComeCome,Movie,1,Finished Airing,,Unknown,25,G - All Ages,5.53,311
Dramaturgy,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Oct 10, 2017
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39164&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39164&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39164&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Original,4,G - All Ages,7.39,818
Lunatic Night,OVA,3,Finished Airing,,Unknown,30,Rx - Hentai,5.7,382
Shoujo Koakuma Kei,OVA,1,Finished Airing,,Unknown,30,Rx - Hentai,5.34,376
Shisha no Sho,Movie,1,Finished Airing,,Unknown,70,PG-13 - Teens 13 or older,6.03,310
Emblem Take 2,OVA,2,Finished Airing,,Manga,51,R - 17+ (violence & profanity),6.62,380
The Bathroom,Movie,1,Finished Airing,,Original,9,R - 17+ (violence & profanity),4.23,679
Tekkon Kinkreet Pilot,Special,1,Finished Airing,,Manga,4,G - All Ages,4.81,482
DušaN,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Apr 25, 2015
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=32139&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=32139&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=32139&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Dementia</span><a href=""/anime/genre/5/Dementia"" title=""Dementia"">Dementia</a>,     <span itemprop=""genre"" style=""display: none"">Psychological</span><a href=""/anime/genre/40/Psychological"" title=""Psychological"">Psychological",1,Finished Airing,,Original,3,PG-13 - Teens 13 or older,5.88,765
Ali Baba to 40-hiki no Touzoku,Movie,1,Finished Airing,,Unknown,55,G - All Ages,5.54,486
Teki wa Kaizoku: Neko-tachi no Kyouen,OVA,6,Finished Airing,,Novel,25,PG-13 - Teens 13 or older,6.24,351
Zunda Horizon,Movie,1,Finished Airing,,Original,24,None,5.68,165
Kaze no You ni,Movie,1,Finished Airing,,Manga,40,PG - Children,,
Dragon Quest Retsuden: Roto no Monshou,Movie,1,Finished Airing,,Game,45,G - All Ages,6.06,346
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,OVA,1,Finished Airing,,Unknown,44,PG - Children,6.4,379
Milkyway,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.61,324
Princess Holiday: Korogaru Ringo Tei Senya Ichiya,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.44,371
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Movie,1,Finished Airing,,Manga,48,PG-13 - Teens 13 or older,6.38,397
Walking Meat,Movie,1,Finished Airing,,Original,20,R - 17+ (violence & profanity),,
Injuu vs. Onna Spy,OVA,1,Finished Airing,,Unknown,43,Rx - Hentai,5.53,409
Mayo Elle Otoko no Ko,OVA,1,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,5.23,162
"Umi no Yami, Tsuki no Kage",OVA,3,Finished Airing,,Manga,30,R - 17+ (violence & profanity),6.08,264
Orchid★Emblem,OVA,1,Finished Airing,,Unknown,45,Rx - Hentai,5.57,452
Ulibyeol Ilhowa Eollugso,Movie,1,Finished Airing,,Unknown,81,G - All Ages,5.77,455
Be-yond,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.82,375
