title,series_type,episodes,status,premiered,source,duration,rating,score,votes
High Score Girl,TV,12,Finished Airing,Summer 2018,Manga,24,PG-13 - Teens 13 or older,7.92,73052
Yu☆Gi☆Oh!: Duel Monsters GX,TV,180,Finished Airing,Fall 2004,Manga,23,PG-13 - Teens 13 or older,7.16,87698
Flip Flappers,TV,13,Finished Airing,Fall 2016,Original,23,PG-13 - Teens 13 or older,7.7,55774
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,13,Finished Airing,Spring 2015,4-koma manga,3,PG-13 - Teens 13 or older,7.41,91522
Fruits Basket 2nd Season,TV,25,Finished Airing,Spring 2020,Manga,23,PG-13 - Teens 13 or older,8.55,41612
Karin,TV,24,Finished Airing,Fall 2005,Manga,23,PG-13 - Teens 13 or older,7.18,77059
Kyoukaisenjou no Horizon,TV,13,Finished Airing,Fall 2011,Light novel,24,PG-13 - Teens 13 or older,7.11,53067
Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,Finished Airing,,Manga,102,PG-13 - Teens 13 or older,7.47,86560
Gungrave,TV,26,Finished Airing,Fall 2003,Game,25,R - 17+ (violence & profanity),7.88,55827
Kiniro Mosaic,TV,12,Finished Airing,Summer 2013,4-koma manga,24,PG-13 - Teens 13 or older,7.27,54564
Busou Renkin,TV,26,Finished Airing,Fall 2006,Manga,24,PG-13 - Teens 13 or older,7.37,67656
Romeo x Juliet,TV,24,Finished Airing,Spring 2007,Book,24,PG-13 - Teens 13 or older,7.67,59203
Eve no Jikan,ONA,6,Finished Airing,,Original,18,PG-13 - Teens 13 or older,8.09,66466
D.Gray-man Hallow,TV,13,Finished Airing,Summer 2016,Manga,24,R - 17+ (violence & profanity),7.77,59241
Mnemosyne: Mnemosyne no Musume-tachi,TV,6,Finished Airing,Winter 2008,Original,45,R+ - Mild Nudity,7.33,60075
Hyakka Ryouran: Samurai Girls,TV,12,Finished Airing,Fall 2010,Light novel,24,R+ - Mild Nudity,6.84,65514
Cross Ange: Tenshi to Ryuu no Rondo,TV,25,Finished Airing,Fall 2014,Original,23,R - 17+ (violence & profanity),7.42,62341
Berserk: Ougon Jidai-hen III - Kourin,Movie,1,Finished Airing,,Manga,110,R+ - Mild Nudity,8.22,92665
Baccano! Specials,Special,3,Finished Airing,,Light novel,29,R - 17+ (violence & profanity),8.16,93814
Shoujo Kakumei Utena,TV,39,Finished Airing,Spring 1997,Original,23,PG-13 - Teens 13 or older,8.19,41338
Higurashi no Naku Koro ni Rei,OVA,5,Finished Airing,,Visual novel,30,PG-13 - Teens 13 or older,7.46,78855
Bokutachi wa Benkyou ga Dekinai!,TV,13,Finished Airing,Fall 2019,Manga,23,PG-13 - Teens 13 or older,7.37,78417
Minami-ke,TV,13,Finished Airing,Fall 2007,Manga,24,PG-13 - Teens 13 or older,7.7,61428
Kara no Kyoukai 6: Boukyaku Rokuon,Movie,1,Finished Airing,,Light novel,59,R - 17+ (violence & profanity),7.54,85729
Gugure! Kokkuri-san,TV,12,Finished Airing,Fall 2014,4-koma manga,24,PG-13 - Teens 13 or older,7.59,63411
Genshiken,TV,12,Finished Airing,Fall 2004,Manga,25,PG-13 - Teens 13 or older,7.67,60550
High School DxD Specials,Special,6,Finished Airing,,Light novel,4,R+ - Mild Nudity,7.27,85078
Princess Principal,TV,12,Finished Airing,Summer 2017,Original,25,R - 17+ (violence & profanity),7.69,54935
Devil Survivor 2 The Animation,TV,13,Finished Airing,Spring 2013,Game,24,R - 17+ (violence & profanity),6.91,67223
Last Exile,TV,26,Finished Airing,Spring 2003,Original,24,PG-13 - Teens 13 or older,7.83,60309
Baki,ONA,26,Finished Airing,,Manga,24,R - 17+ (violence & profanity),7.22,74299
Another: The Other - Inga,OVA,1,Finished Airing,,Novel,24,R - 17+ (violence & profanity),7.33,87900
Shuumatsu no Izetta,TV,12,Finished Airing,Fall 2016,Original,25,R - 17+ (violence & profanity),6.77,53495
Seiren,TV,12,Finished Airing,Winter 2017,Original,24,PG-13 - Teens 13 or older,6.31,55636
Durarara!! Specials,Special,2,Finished Airing,,Light novel,23,R - 17+ (violence & profanity),7.91,82009
Dragon Crisis!,TV,12,Finished Airing,Winter 2011,Light novel,23,PG-13 - Teens 13 or older,6.72,74268
Death Note: Rewrite,Special,2,Finished Airing,,Manga,112,R - 17+ (violence & profanity),7.72,65805
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,Finished Airing,,Original,51,R - 17+ (violence & profanity),7.43,72715
Kanojo ga Flag wo Oraretara,TV,13,Finished Airing,Spring 2014,Light novel,24,PG-13 - Teens 13 or older,6.47,65847
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,Movie,1,Finished Airing,,Manga,94,PG-13 - Teens 13 or older,6.9,85895
Yuru Yuri♪♪,TV,12,Finished Airing,Summer 2012,Manga,23,PG-13 - Teens 13 or older,7.87,81443
Nabari no Ou,TV,26,Finished Airing,Spring 2008,Manga,24,PG-13 - Teens 13 or older,7.3,56146
Fullmetal Alchemist: The Sacred Star of Milos,Movie,1,Finished Airing,,Manga,110,R - 17+ (violence & profanity),7.33,77355
Jormungand: Perfect Order,TV,12,Finished Airing,Fall 2012,Manga,24,R+ - Mild Nudity,7.95,79795
Maria†Holic,TV,12,Finished Airing,Winter 2009,Manga,24,PG-13 - Teens 13 or older,7.06,64294
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,Finished Airing,,Manga,85,PG-13 - Teens 13 or older,7.43,98608
Tokyo ESP,TV,12,Finished Airing,Summer 2014,Manga,24,R - 17+ (violence & profanity),6.57,60831
Rikei ga Koi ni Ochita no de Shoumei shitemita.,ONA,12,Finished Airing,,Web manga,23,PG-13 - Teens 13 or older,7.37,54157
Fate/Extra: Last Encore,TV,10,Finished Airing,Winter 2018,Game,24,R - 17+ (violence & profanity),6.31,56494
Violet Evergarden Movie,Movie,1,Finished Airing,,Light novel,140,None,8.49,2618
Promare,Movie,1,Finished Airing,,Original,111,PG-13 - Teens 13 or older,8.13,63552
Seiken no Blacksmith,TV,12,Finished Airing,Fall 2009,Light novel,24,R+ - Mild Nudity,6.76,67202
Carnival Phantasm,OVA,12,Finished Airing,,Manga,14,PG-13 - Teens 13 or older,7.89,67972
ef: A Tale of Melodies.,TV,12,Finished Airing,Fall 2008,Visual novel,24,PG-13 - Teens 13 or older,8.05,58596
Rokujouma no Shinryakusha!? (TV),TV,12,Finished Airing,Summer 2014,Light novel,23,PG-13 - Teens 13 or older,7.2,66804
Shingeki no Kyojin: Lost Girls,OVA,3,Finished Airing,,Novel,25,R - 17+ (violence & profanity),7.72,56999
Onegai☆Teacher,TV,12,Finished Airing,Winter 2002,Original,23,PG-13 - Teens 13 or older,7.19,79222
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,1,Finished Airing,,Light novel,91,PG-13 - Teens 13 or older,8.41,67918
Midara na Ao-chan wa Benkyou ga Dekinai,TV,12,Finished Airing,Spring 2019,Manga,12,PG-13 - Teens 13 or older,6.81,65314
GJ-bu,TV,12,Finished Airing,Winter 2013,Light novel,23,PG-13 - Teens 13 or older,7.36,61956
Kimi to Boku.,TV,13,Finished Airing,Fall 2011,Manga,24,PG-13 - Teens 13 or older,7.72,48884
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,Finished Airing,,Manga,92,R+ - Mild Nudity,7.94,92019
Uchuu Kyoudai,TV,99,Finished Airing,Spring 2012,Manga,24,PG-13 - Teens 13 or older,8.53,36137
Youjo Senki Movie,Movie,1,Finished Airing,,Light novel,98,R - 17+ (violence & profanity),8.3,65192
Isekai Shokudou,TV,12,Finished Airing,Summer 2017,Light novel,23,PG-13 - Teens 13 or older,7.35,61401
Haiyore! Nyaruko-san W,TV,12,Finished Airing,Spring 2013,Light novel,24,PG-13 - Teens 13 or older,7.3,72441
Eyeshield 21,TV,145,Finished Airing,Spring 2005,Manga,23,PG-13 - Teens 13 or older,7.96,62937
Higashi no Eden Movie I: The King of Eden,Movie,1,Finished Airing,,Original,82,PG-13 - Teens 13 or older,7.62,84077
Pupa,TV,12,Finished Airing,Winter 2014,Manga,4,R - 17+ (violence & profanity),3.46,72445
Devils Line,TV,12,Finished Airing,Spring 2018,Manga,24,R - 17+ (violence & profanity),6.79,50289
Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,21,Finished Airing,Fall 2019,Game,23,PG-13 - Teens 13 or older,7.97,55370
Kyousou Giga (TV),TV,10,Finished Airing,Fall 2013,Original,25,PG-13 - Teens 13 or older,7.79,41127
Nourin,TV,12,Finished Airing,Winter 2014,Light novel,24,PG-13 - Teens 13 or older,6.83,59298
Michiko to Hatchin,TV,22,Finished Airing,Fall 2008,Original,22,R - 17+ (violence & profanity),7.85,43928
Hoshizora e Kakaru Hashi,TV,12,Finished Airing,Spring 2011,Visual novel,25,R+ - Mild Nudity,6.81,73288
Glasslip,TV,13,Finished Airing,Summer 2014,Original,23,PG-13 - Teens 13 or older,5.46,65732
Bokura no,TV,24,Finished Airing,Spring 2007,Manga,23,R - 17+ (violence & profanity),7.67,39254
Strike Witches,TV,12,Finished Airing,Summer 2008,Original,24,R+ - Mild Nudity,7.02,55836
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,1,Finished Airing,,Manga,95,PG-13 - Teens 13 or older,7.37,80527
Kakumeiki Valvrave,TV,12,Finished Airing,Spring 2013,Original,24,R - 17+ (violence & profanity),7.19,65970
Junjou Romantica 2,TV,12,Finished Airing,Fall 2008,Manga,24,PG-13 - Teens 13 or older,7.89,83745
Paradise Kiss,TV,12,Finished Airing,Fall 2005,Manga,24,R - 17+ (violence & profanity),7.83,65194
Gakuen Babysitters,TV,12,Finished Airing,Winter 2018,Manga,23,PG-13 - Teens 13 or older,7.83,65097
Tokyo Ghoul: &quot;Pinto&quot;,OVA,1,Finished Airing,,Light novel,24,R - 17+ (violence & profanity),7.3,77833
Divine Gate,TV,12,Finished Airing,Winter 2016,Game,23,PG-13 - Teens 13 or older,5.63,53807
Clannad Movie,Movie,1,Finished Airing,,Visual novel,93,PG-13 - Teens 13 or older,7.25,74542
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Movie,1,Finished Airing,,Light novel,93,PG-13 - Teens 13 or older,8.16,63546
Little Witch Academia: Mahoujikake no Parade,Movie,1,Finished Airing,,Original,53,PG - Children,7.8,79132
Mahou Shoujo Site,TV,12,Finished Airing,Spring 2018,Manga,24,R - 17+ (violence & profanity),6.49,52457
Tsuritama,TV,12,Finished Airing,Spring 2012,Original,23,PG-13 - Teens 13 or older,7.71,49783
Hakuouki,TV,12,Finished Airing,Spring 2010,Visual novel,23,R - 17+ (violence & profanity),7.43,57390
Date A Live: Date to Date,OVA,1,Finished Airing,,Light novel,24,R+ - Mild Nudity,7.38,77945
